0.19075E+03 0.17134E+00 0.00000E+01 3276026 0 0 328730 0.17237E+04 0.00000E+01 0.19075E+03
1 193.64 2.183 1.426 2610.7 193.64
2 190.9 1.4465 1.3555 4109.0 190.9
3 189.43 0.99364 1.327 3015.7 189.43
4 191.03 2.1855 1.4471 9464.0 191.03
5 191.53 1.4658 1.369 7353.9 191.53
6 190.86 0.9943 1.3179 5100.1 190.86
7 191.93 2.1545 1.4199 2417.7 191.93
8 189.8 1.4336 1.3511 2547.7 189.8
9 191.54 0.99784 1.3179 5958.1 191.54
10 192.18 2.1584 1.4207 2020.8 192.18
11 190.8 1.4383 1.3485 2714.0 190.8
12 191.35 1.0008 1.3231 3006.1 191.35
13 189.98 2.1468 1.4293 2645.9 189.98
14 189.36 1.4577 1.377 8426.1 189.36
15 190.82 1.0053 1.3328 3185.4 190.82
16 186.88 2.2843 1.5462 13998.0 186.88
17 192.34 1.492 1.3876 3961.1 192.34
18 191.64 1.011 1.3345 3184.6 191.64
19 191.31 2.1419 1.4162 2261.4 191.31
20 188.74 1.4238 1.3495 2067.4 188.74
21 190.65 0.99841 1.3248 5557.4 190.65
22 192.63 2.2535 1.4798 9427.9 192.63
23 190.51 1.4701 1.3803 3952.0 190.51
24 189.63 1.0087 1.3456 3212.4 189.63
25 189.4 2.1271 1.4206 3557.9 189.4
26 190.69 1.4506 1.3608 5117.9 190.69
27 191.73 1.0091 1.3315 8485.0 191.73
28 192.26 2.1432 1.41 2362.8 192.26
29 189.37 1.4249 1.346 2429.0 189.37
30 191.87 0.99524 1.3122 3221.3 191.87
31 192.55 2.1801 1.4322 2405.8 192.55
32 189.12 1.4399 1.362 2103.1 189.12
33 189.93 1.0011 1.3334 3877.7 189.93
34 187.82 2.1495 1.4476 2446.6 187.82
35 190.71 1.4654 1.3745 3827.7 190.71
36 190.7 1.009 1.3385 4063.5 190.7
37 193.15 2.1878 1.4328 2991.7 193.15
38 193.04 1.4781 1.3697 2708.0 193.04
39 190.82 1.0017 1.328 2865.0 190.82
40 192.4 2.1931 1.4418 7140.6 192.4
41 190.95 1.4362 1.3455 2115.3 190.95
42 189.93 0.99189 1.3212 4211.4 189.93
43 195.51 2.1994 1.4229 3036.2 195.51
44 189.45 1.4281 1.3485 2271.3 189.45
45 189.33 0.99328 1.3272 2626.8 189.33
46 190.12 2.1712 1.4445 2854.5 190.12
47 191.0 1.4728 1.3794 5511.3 191.0
48 190.0 0.99839 1.3293 3283.4 190.0
49 194.67 2.1864 1.4207 2406.4 194.67
50 191.92 1.4482 1.3498 3152.3 191.92
51 190.98 0.99469 1.3176 3643.8 190.98
52 186.61 2.0662 1.4006 2553.8 186.61
53 190.47 1.4466 1.3587 3973.1 190.47
54 189.07 0.98539 1.3185 4105.5 189.07
55 193.84 2.3056 1.5045 13407.0 193.84
56 190.4 1.4536 1.3656 4147.6 190.4
57 189.73 0.99777 1.3304 8186.3 189.73
58 193.03 2.1788 1.4278 2224.6 193.03
59 191.41 1.4494 1.3546 3118.6 191.41
60 192.9 1.0128 1.3283 3673.9 192.9
61 186.28 2.1535 1.4623 3268.1 186.28
62 192.06 1.4806 1.379 5264.0 192.06
63 190.2 1.0031 1.3342 5137.8 190.2
64 186.51 2.0918 1.4186 2474.9 186.51
65 189.64 1.4297 1.3486 4021.7 189.64
66 190.93 1.0018 1.3275 8645.1 190.93
67 189.27 2.1222 1.4183 4666.9 189.27
68 192.64 1.4592 1.3551 8017.4 192.64
69 191.14 0.99153 1.3124 3578.0 191.14
70 189.21 2.1458 1.4345 4288.0 189.21
71 191.36 1.4995 1.4018 9809.7 191.36
72 190.21 0.99815 1.3276 2437.9 190.21
73 189.8 2.1022 1.401 2501.1 189.8
74 190.57 1.5281 1.4344 16774.0 190.57
75 191.56 1.0022 1.3235 4690.0 191.56
76 193.42 2.1537 1.4084 3521.7 193.42
77 192.09 1.4425 1.3434 2322.9 192.09
78 190.52 0.99143 1.3165 2563.7 190.52
