0.45509E+00 0.62656E-03 0.00000E+01 360012 0 0 22987 0.50510E+05 0.00000E+01 0.45509E+00
1 0.44304 0.0061835 0.88271 2.7306 0.44304
2 0.45297 0.0035815 0.70719 1.6973 0.45297
3 0.45618 0.0023548 0.65294 1.2302 0.45618
4 0.458 0.0061552 0.84998 2.443 0.458
5 0.45148 0.0036261 0.71837 1.6045 0.45148
6 0.45529 0.0023693 0.65826 1.1104 0.45529
7 0.45343 0.0062893 0.87726 2.7764 0.45343
8 0.45148 0.0036135 0.71587 1.7777 0.45148
9 0.45518 0.0023483 0.65258 2.2061 0.45518
10 0.45012 0.0062879 0.8835 3.4034 0.45012
11 0.45528 0.0036353 0.71418 2.0198 0.45528
12 0.45583 0.0023274 0.64585 1.5278 0.45583
13 0.4593 0.0064347 0.88606 2.5245 0.4593
14 0.45715 0.003584 0.70122 1.4568 0.45715
15 0.45279 0.0023203 0.64821 1.0768 0.45279
16 0.44586 0.0059709 0.84698 1.8703 0.44586
17 0.45903 0.0034286 0.66807 1.3939 0.45903
18 0.45599 0.0022068 0.61216 1.4008 0.45599
19 0.46475 0.0066772 0.90867 3.3194 0.46475
20 0.45883 0.0036224 0.70614 1.6059 0.45883
21 0.45432 0.002306 0.64202 1.1592 0.45432
22 0.45753 0.0059557 0.82328 2.2435 0.45753
23 0.45218 0.0034151 0.67551 1.1739 0.45218
24 0.45318 0.002205 0.61547 1.0334 0.45318
25 0.44863 0.0061724 0.87016 2.4524 0.44863
26 0.4647 0.0059733 1.1497 38.485 0.4647
27 0.45527 0.0025658 0.71289 1.3228 0.45527
28 0.45596 0.0063903 0.88639 3.252 0.45596
29 0.45492 0.0036251 0.71275 1.4894 0.45492
30 0.45626 0.0023158 0.64202 1.6624 0.45626
31 0.45761 0.006354 0.87817 2.9544 0.45761
32 0.45113 0.0035651 0.70683 1.5336 0.45113
33 0.45788 0.0022938 0.63368 1.1864 0.45788
34 0.4506 0.0061005 0.85625 2.4503 0.4506
35 0.45131 0.0035791 0.70931 1.4295 0.45131
36 0.45755 0.0023438 0.64796 1.7468 0.45755
