0.63148E+03 0.42074E+01 0.00000E+01 114007 0 0 14448 0.22870E+02 0.00000E+01 0.63148E+03
1 586.53 21.138 1.6117 5231.9 586.53
2 662.93 14.133 1.3484 4365.1 662.93
3 623.38 9.2571 1.3282 5277.7 623.38
4 644.83 22.743 1.5773 6339.0 644.83
5 608.31 13.183 1.3706 3713.8 608.31
6 630.63 9.2367 1.31 4399.5 630.63
7 631.99 13.766 1.3777 4015.9 631.99
8 650.78 10.761 1.479 34453.0 650.78
9 629.24 6.3813 1.2828 10984.0 629.24
10 592.54 20.982 1.5836 4502.9 592.54
11 643.28 13.988 1.3752 5121.8 643.28
12 635.43 9.1813 1.2923 3490.8 635.43
13 601.79 21.549 1.6014 4894.3 601.79
14 641.53 13.859 1.3663 6114.0 641.53
15 630.14 9.1244 1.2951 5137.6 630.14
16 671.7 23.527 1.5665 5631.8 671.7
17 627.78 13.46 1.3561 3753.2 627.78
18 628.92 9.1104 1.2956 4023.7 628.92
19 599.74 21.105 1.5738 4474.2 599.74
20 665.41 14.662 1.3936 6989.9 665.41
21 622.38 9.2599 1.3307 4240.8 622.38
