0.16911E-02 0.27485E-05 0.00000E+01 180006 0 0 10230 0.60570E+07 0.00000E+01 0.16911E-02
1 0.0017086 2.8244e-05 1.0455 0.0078647 0.0017086
2 0.0016869 1.4357e-05 0.76126 0.009896 0.0016869
3 0.0016859 7.9566e-06 0.59696 0.0098183 0.0016859
4 0.0016945 2.8964e-05 1.0811 0.024527 0.0016945
5 0.0016928 1.4042e-05 0.74191 0.0071887 0.0016928
6 0.0016995 7.8869e-06 0.58703 0.018358 0.0016995
7 0.0016981 2.8585e-05 1.0647 0.013786 0.0016981
8 0.0016822 1.4503e-05 0.77113 0.0065514 0.0016822
9 0.0016923 8.0149e-06 0.59909 0.0073005 0.0016923
10 0.0016975 2.793e-05 1.0406 0.011412 0.0016975
11 0.001674 1.4108e-05 0.7538 0.010297 0.001674
12 0.0016936 7.9132e-06 0.59102 0.0059721 0.0016936
13 0.0016856 2.8275e-05 1.0609 0.0097579 0.0016856
14 0.0016869 1.4246e-05 0.75536 0.008605 0.0016869
15 0.0016776 8.0288e-06 0.60537 0.0092475 0.0016776
16 0.0016844 2.7696e-05 1.04 0.0095895 0.0016844
17 0.0017084 1.4213e-05 0.74411 0.010384 0.0017084
18 0.0017004 7.8056e-06 0.58065 0.0098394 0.0017004
