0.14824E+07 0.84382E+04 0.00000E+01 56004 0 0 4434 0.29910E-02 0.00000E+01 0.14824E+07
1 1548600.0 118680.0 3.4275 128310000.0 1548600.0
2 1525300.0 33945.0 1.4075 21755000.0 1525300.0
3 1492000.0 17001.0 1.0192 10737000.0 1492000.0
4 1347300.0 71223.0 2.3642 53620000.0 1347300.0
5 1459800.0 38635.0 1.6739 38036000.0 1459800.0
6 1478300.0 18621.0 1.1267 14983000.0 1478300.0
7 1406400.0 81703.0 2.598 88181000.0 1406400.0
8 1503100.0 36439.0 1.5332 34571000.0 1503100.0
9 1483800.0 17463.0 1.0527 13719000.0 1483800.0
10 1512900.0 89838.0 2.6556 56753000.0 1512900.0
11 1504700.0 39936.0 1.6786 86921000.0 1504700.0
12 1468600.0 17191.0 1.047 12038000.0 1468600.0
